Survived,Pclass,Sex_Encoded,Age,SibSp,Parch,Fare,Embarked_Q,Embarked_S,Age_Standardized,Fare_Standardized
0,3,1,32.48824818305749,1,1,40.2047248901357,False,True,0.23596897526730035,0.2506749346771573
1,3,1,27.550768274919328,1,0,9.989454497127053,True,False,-0.11035130397165971,-0.6834178859953203
0,3,0,9.218231430395456,0,0,4.282193763344969,False,True,-1.396215630971645,-0.8598555351637791
0,1,1,4.414202308822979,0,0,34.102084313588776,False,True,-1.7331755250489538,0.062014278143167616
0,3,1,7.58287319161489,0,0,29.13642535277184,True,False,-1.5109214591364795,-0.09149705320934963
1,1,1,13.259673871240192,0,0,65.21229482382054,False,True,-1.1127444066463372,1.023773809308606
0,1,1,26.53847976612581,0,0,70.87579703269515,False,True,-0.18135433498307243,1.1988586814399032
1,1,0,-8.56272325376855,0,3,19.074848089425373,False,True,-2.6433913776932165,-0.4025466305948304
0,1,1,40.99520582463802,0,0,19.67672012158016,False,True,0.8326563543997668,-0.3839400010036742
1,1,0,-5.243378423048714,1,2,2.562965029749687,False,False,-2.4105688751103616,-0.9130047936763481
1,3,1,28.578100325674793,0,0,35.55147439239574,False,True,-0.03829310235703752,0.10682158416286701
0,2,1,29.917778785617195,0,0,55.098233605866724,False,True,0.05567342043791247,0.7111017117681983
0,3,0,37.50189494263623,1,0,8.978584088106944,False,True,0.5876316813617444,-0.7146685344063443
0,2,1,32.83659478274326,0,0,67.08962609393473,False,True,0.26040238946231803,1.0818107435682895
0,2,0,44.97737978903307,0,2,8.91615387056353,False,True,1.111970422504491,-0.7165985392430316
0,3,0,19.209789271380824,2,1,25.592850485313143,False,True,-0.6953967586114975,-0.20104523199958432
0,2,1,31.45097368974728,0,0,6.84171973557007,False,True,0.16321339978059363,-0.7807288285719555
0,3,1,52.13976637791943,2,0,3.438406824524545,False,True,1.6143481069973582,-0.8859408659080552
0,2,1,26.25342069200021,1,0,77.4551607964902,False,True,-0.20134869242603853,1.4022570418191518
0,3,0,32.48740408083085,0,0,54.96390010351124,False,True,0.23590976900737093,0.7069488460650643
0,2,0,43.92237501249339,0,0,45.672377292645066,False,True,1.0379712254227083,0.4197051895345943
1,2,1,18.937671957221298,0,2,1.5998568025248412,False,True,-0.7144833667554927,-0.9427788936224961
0,3,1,-1.642624833128302,0,0,59.397192733481695,True,False,-2.1580080521940914,0.8440022883719647
0,3,1,33.40581797882935,0,0,18.442619489340846,False,True,0.30032833141762655,-0.4220917211626585
0,1,0,44.035702955691036,0,0,13.412832619361359,False,True,1.0459201721858324,-0.5775855407992235
0,3,0,10.104036409066413,3,0,25.302652324873964,False,True,-1.334084294080744,-0.21001659034630024
0,3,1,39.41818851052141,0,0,3.0655637180153135,False,True,0.722042622951595,-0.8974671592192706
0,3,1,39.516012616423296,1,0,45.22369161698741,False,True,0.728904113489795,0.4058342539805185
0,3,1,-3.2656957571719083,0,0,27.946087754291852,False,False,-2.271852034569177,-0.1282958569418474
1,2,0,16.1238148301018,0,0,6.608643539374804,False,True,-0.9118504050286728,-0.7879342845782676
1,1,1,23.960482679390896,0,0,6.67331008069153,False,True,-0.3621778902311027,-0.7859351446997891
0,3,1,18.924553160864235,2,0,1.8781289030502244,False,True,-0.7154035335819275,-0.9341762245775632
1,2,1,53.93650192214034,0,0,58.712318235016575,False,True,1.7403731171179133,0.8228296712231882
0,1,1,28.140392588045827,0,0,0.5648997573066281,False,True,-0.06899440519593404,-0.9747741706154971
0,3,1,19.621866927828776,0,0,1.607875224024007,False,True,-0.6664931778973828,-0.9425310073763009
0,3,1,37.48781707938658,1,0,54.7840191301283,False,True,0.5866442445270812,0.7013878987815522
1,1,1,30.448582462312515,1,0,12.659905479323198,False,True,0.09290457498523466,-0.6008619777415797
0,2,1,26.71694993299439,0,0,13.766075500219221,False,True,-0.16883624089951463,-0.5666651805088406
1,1,0,20.27475830427843,0,0,29.030349955169612,False,True,-0.6206986576134482,-0.09477633107320575
0,3,0,20.099102740719815,0,1,10.25595337176094,False,True,-0.6330193323206462,-0.6751791814504022
0,1,1,21.031778395962284,0,1,0.8630008421226177,False,True,-0.5676004345484118,-0.9655584965692465
0,3,0,34.61281171175568,0,0,42.524421039273264,False,True,0.3849882013115267,0.3223873996284012
1,3,1,35.40240374031822,0,0,27.817669996763716,False,True,0.4403710559062199,-0.13226583979467824
1,3,0,50.188423956589034,0,3,43.31430837372796,False,True,1.477478800221627,0.3468064459800425
1,1,0,24.341009830701513,0,3,7.376742376989914,False,True,-0.3354872966992311,-0.7641888207630848
0,1,1,10.87716016670786,0,0,13.907430870620026,False,False,-1.2798565421477497,-0.5622952366050641
1,1,1,52.58254871471695,0,0,4.313629807842474,False,True,1.6454053478114519,-0.858883702607144
0,3,0,12.73474406631577,1,0,4.451127310228557,False,True,-1.1495635613577597,-0.8546330231272424
0,3,1,25.886807345180166,1,0,31.673439104664617,False,True,-0.22706335638531389,-0.013066302772023575
1,3,0,34.48594251178301,0,0,3.573070969598002,False,True,0.3760894558829245,-0.8817777785194936
0,2,1,38.68893181973917,0,0,53.6272011476744,False,True,0.6708917554063293,0.6656253403738327
0,2,1,13.908338315856833,1,0,27.66541349062769,False,True,-1.0672463680170055,-0.13697278788524522
0,1,0,30.248997767629778,0,0,48.665464724916085,False,True,0.07890548466378922,0.51223527269335
1,1,1,38.17630310526874,1,1,38.87862408966472,False,True,0.6349354127286223,0.20967906665756855
0,3,1,29.755144603786217,2,0,57.55301975586252,False,True,0.04426607978774211,0.7869904292667472
1,3,0,22.015902342793904,0,0,44.045624425468915,False,True,-0.4985728969354047,0.3694147848990227
0,2,0,32.95707388814078,0,0,60.89028016315852,False,True,0.26885292661892657,0.8901604802582817
0,2,0,41.902160959576506,0,0,10.78596702804892,False,True,0.8962711865475184,-0.658794024383877
1,2,1,20.74426916378342,1,0,32.73262232781642,False,False,-0.5877666487760073,0.01967791667907101
1,2,0,21.526347461660436,0,0,1.0878370185115758,False,True,-0.5329108155277398,-0.9586077774308545
0,3,0,28.496012749354787,1,0,27.744238730655823,False,True,-0.04405081537706153,-0.13453593758272064
1,3,1,36.19399534240101,1,0,6.190451415857737,False,True,0.4958941627900922,-0.8008625243443911
1,3,1,35.08086374405187,0,0,8.588178132530153,True,False,0.41781788640168865,-0.7267377760682172
0,1,0,30.395440966732426,1,0,21.82245460794088,False,True,0.08917717195152546,-0.31760549025103624
0,2,1,23.55524203400355,0,0,7.612633053052366,False,True,-0.3906019154586691,-0.7568963562539968
0,3,1,6.248237223425765,2,0,4.984490901179603,False,False,-1.6045342960057052,-0.8381443041902528
1,1,1,19.308721884242452,0,0,45.531590935239514,False,True,-0.6884575161741548,0.4153528364366195
1,3,0,31.977291430436896,1,0,22.22038443210006,False,True,0.20012990583535528,-0.305303651245665
1,3,0,32.05979401527274,0,0,77.69534516339215,False,True,0.20591672800979946,1.4096822440378545
0,2,1,30.299996262494794,0,1,5.073406918808658,False,False,0.08248257526689388,-0.8353955015937583
0,3,1,37.656269885782955,0,0,33.22415022609452,False,True,0.5984597099133043,0.0348733021570061
1,1,0,21.273382340974763,0,0,8.483549538574792,False,False,-0.5506540677259274,-0.7299723265845474
1,1,0,30.08687532810277,0,0,5.4561335145278305,False,True,0.06753403818248775,-0.8235636642250476
0,3,1,37.995345286871355,0,0,36.80668945221799,False,True,0.6222428320267627,0.14562604828082612
1,3,1,28.469097631715876,0,2,28.820019925685237,False,True,-0.0459386713744284,-0.10127859856767917
0,3,1,11.671803038111566,0,0,44.98537807116372,False,True,-1.224119415872829,0.3984668874361365
0,2,1,41.74735870205082,3,0,19.012988380465497,False,False,0.8854131856947446,-0.4044589983902111
0,3,0,49.890846362667304,0,0,16.639581476613234,False,True,1.4566063800113964,-0.47783190952377713
0,3,1,33.066261271259506,0,0,11.061212190040887,False,True,0.27651144993741567,-0.6502849319151558
1,2,0,12.254577270757952,0,1,11.177544748103998,False,True,-1.1832429892871315,-0.646688558098744
1,1,1,38.6680815166189,0,0,9.305083853080573,False,True,0.6694292921795064,-0.7045749266892447
0,1,0,38.815065876197636,0,1,9.88217460344995,True,False,0.6797389370591072,-0.68673440036646
1,3,0,11.293769504073733,4,2,72.37101234325338,False,True,-1.250635104342545,1.245082655900022
0,2,1,19.61276502120107,0,2,3.495333475011128,False,False,-0.66713159565372,-0.8841810016131868
0,3,0,36.50879136605227,0,1,76.00000263147217,False,True,0.5179743026271227,1.3572714177553409
0,3,1,40.05450074594134,1,0,5.914368364836766,False,True,0.7666742640222912,-0.8093975198123686
1,3,1,29.413638143747903,0,0,93.23229858958146,False,True,0.020312440521800187,1.8900008531966248
1,3,1,22.64459158522979,0,0,36.14547105409139,False,True,-0.4544759409891014,0.12518474987267006
1,3,1,18.155524781940702,0,0,11.48622317881171,False,False,-0.7693440311407138,-0.6371458896972977
1,3,1,18.70911277347923,0,0,11.584800332069483,False,True,-0.7305147596540675,-0.6340984170140241
0,1,1,6.987928872020657,0,0,3.124224748388133,False,True,-1.5526515090256754,-0.8956536772741551
1,3,0,10.210340179733791,0,0,4.970581433884923,False,False,-1.3266280305158027,-0.8385743097262067
1,3,1,6.452723231168729,0,0,3.5376715647657506,False,True,-1.59019142218757,-0.8828721367522611
0,3,0,31.15754137036835,1,0,4.8778550140681,True,False,0.1426317336926872,-0.8414409093598012
1,3,1,21.112135303035828,0,0,7.028110846045713,False,True,-0.5619641125756136,-0.774966623042504
0,1,1,35.593923419957065,0,0,3.2866727069185564,True,False,0.4538044571891208,-0.8906316645692389
0,3,0,6.7955751426147835,0,0,5.84127598304696,False,False,-1.5661434114779158,-0.811657141129261
0,2,0,49.69129132081858,0,0,82.35180495211753,True,False,1.4426093695723903,1.5536348084803981
0,3,1,11.649947045836722,0,0,55.13618053940929,False,True,-1.2256524192446894,0.7122748258170748
0,3,1,19.403823773913654,0,2,13.985783101446213,False,True,-0.6817869648808124,-0.5598730091900366
0,3,0,21.03321205087016,0,2,34.130967426693694,False,True,-0.5674998764140468,0.06290718786196389
1,3,0,7.569070547527925,1,0,24.65996191077429,False,False,-1.511889591795927,-0.2298851036482509
0,3,1,32.80160608892148,0,0,36.730133403867235,False,True,0.25794824393868904,0.1432593491180068
0,3,0,7.366409335549388,1,2,9.900299653733033,False,True,-1.5261044724291888,-0.6861740717934061
1,1,1,58.459100405349815,2,0,1.2732016438093812,False,True,2.057593156233255,-0.9528773052740543
1,3,1,37.6638465492739,0,1,19.456319757250103,False,True,0.5989911454360207,-0.39075358881263655
0,1,1,67.8962196329244,0,0,70.91737073460958,False,True,2.719523093551703,1.2001439155609928
0,1,0,18.025916021648758,0,3,26.96965078403964,False,False,-0.778434932347651,-0.15848200956892497
0,1,1,43.58929230856616,0,0,57.15589254069236,False,True,1.0146084376889055,0.7747134025925153
0,2,1,25.486661005088248,0,0,5.71736592915691,False,True,-0.25513006142823863,-0.8154877701536704
0,3,1,50.16023806535875,0,0,37.661881780863574,False,True,1.4755018107648432,0.1720639720224206
0,1,1,23.82155488960021,0,0,35.89628275714781,False,True,-0.3719224384317058,0.11748119481117184
0,2,1,10.480106280605106,0,1,8.934543940995136,False,True,-1.3077063390616315,-0.7160300176796504
0,3,0,21.714542662415084,0,0,51.27177754588082,False,True,-0.5197105968555875,0.5928083757244951
0,3,0,14.8198152381971,3,1,3.6224423594942494,False,False,-1.0033143727202833,-0.8802514820393079
1,3,1,24.389642679885206,0,0,48.55396641956284,False,True,-0.3320761350899003,0.5087883478373767
0,1,0,36.136263338152816,0,0,77.1240685962621,False,False,0.4918447764220981,1.3920214608301005
1,1,1,29.861552664206982,1,0,15.443720538891608,False,True,0.05172965835085803,-0.5148014650471623
1,3,1,39.9897987123342,0,0,31.871064402201004,False,True,0.7621359921177878,-0.0069567969092292755
0,1,1,48.05162826599165,1,0,17.99581941433825,False,True,1.3276015968684416,-0.43590436413779526
1,3,1,24.352458918171386,0,0,18.426734874404225,False,True,-0.33468424509327666,-0.42258278758630624
1,3,0,43.58705097809914,0,1,45.95294007721285,False,True,1.0144512283011926,0.4283786741469738
0,3,1,40.43856758749418,1,0,90.43212802942382,False,True,0.793613135326612,1.8034347168397284
0,2,1,15.893407302279433,1,0,6.147418193286311,False,True,-0.9280114428169338,-0.8021928789542137
1,3,1,35.82849844977326,0,0,66.47657084664482,False,False,0.47025780815760393,1.062858389420183
0,2,1,31.28732375868569,0,0,42.791777777123876,False,True,0.1517348133605717,0.3306526246664818
0,3,1,5.5341507783262145,0,0,9.98307300042512,True,False,-1.6546211058092282,-0.6836151673757906
